State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,sex_ratio,literacy_rate
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,6726,24397,267739,141417,409156,145678,266733,140235,190861,112460,85041,26012,967020,261956,96.06909822830727,75.35008633708162
Gujarat,Patan,23.80634198473284,71.75162977099238,470,1343734,694397,649337,837913,2231,12870,301483,102655,404138,168990,364667,78731,129584,57494,46355,11111,856932,452891,93.5109166658266,62.3570587631183
Gujarat,Porbandar,21.550923516515716,69.71896987722886,478,585449,300209,285240,393678,1653,5639,96015,87557,183572,50588,150643,71637,63458,25119,22458,5260,389163,137119,95.01380704775673,67.24377358232742
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,21785,67370,459474,721532,1181006,383780,913928,402240,540278,204306,266295,29924,2740751,738660,92.68999642937635,71.62608639426709
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,5262,25425,544024,121509,665533,214062,597667,211423,333650,198963,110817,24745,1691327,665058,95.18795143345568,65.00622377849854
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,55694,149331,369840,1529998,1899838,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,78.74549118458984,75.17131965714033
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,2975,15309,340788,159810,500598,234873,482679,165406,172947,61164,58389,14501,1189959,493427,93.01408809814522,62.269881362070024
Gujarat,The Dangs,20.801633877551023,73.68835183673471,489,228291,113821,114470,140968,137,1393,52102,7516,59618,43639,59954,17736,14872,7560,3490,2215,149466,91160,100.57019354952075,61.749258621671466
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,53606,117818,547454,692971,1240425,396624,865726,457662,504732,268451,314960,60177,2868332,910219,93.41395602803686,69.45126614823319
Gujarat,Valsad,20.44238231644259,72.91485847983449,491,1705678,887222,818456,1170657,11020,31285,262410,235981,498391,165459,303197,171712,212318,123281,90912,26987,1093866,405928,92.24929048197633,68.63294244282918
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,88.46573342709156,72.49745203172775
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,88.5886471467868,65.45775477302693
Haryana,Faridabad,28.148731097560983,77.3271853658537,88,1809733,966110,843623,1272739,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,87.32163004212771,70.32744609287668
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,90.16694928940568,59.19017930788494
Haryana,Gurgaon,28.043894789579163,77.01935130260524,86,1514432,816690,697742,1111116,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,85.43535490822711,73.3684972319655
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,87.205038419343,63.89650737328484
Haryana,Jhajjar,28.59651868131869,76.61137142857146,83,958405,514667,443738,676091,5034,19241,211816,78328,290144,90737,109829,115794,145258,97457,58826,9387,627288,201028,86.21846747508583,70.5433506711672
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,5263,23750,278335,89665,368000,136892,185626,151682,154773,107994,64599,14277,815843,419624,87.1165179535656,62.41852502563427
Haryana,Kaithal,29.960685390946487,76.37698930041155,73,1074304,571003,503301,646529,3724,15301,231091,75696,306787,119345,158239,124682,117753,82297,51043,9111,662470,369869,88.14331973737441,60.18119638389133
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,11163,29253,292682,135920,428602,155839,231354,188040,183590,124790,101387,19186,1004186,429220,88.70519686302826,64.97026553751883
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,7356,21951,203553,88268,291821,94530,145392,118107,120790,81964,71007,10999,642789,266638,88.78675319388778,67.05951868802836
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,2624,13908,223726,44216,267942,94273,135849,126291,132765,94245,60296,10353,654072,245602,89.47078585885568,68.35085154562255
Haryana,Panchkula,30.700897142857126,76.97173238095236,69,561293,299679,261614,405318,18615,32174,70895,93656,164551,45607,73584,60177,69163,48306,83256,8466,388559,119222,87.29807560756676,72.2114831291322
Haryana,Panipat,29.343521341463426,76.92895914634147,75,1205437,646857,558580,786599,10024,26719,173502,153804,327306,118873,170565,143466,141473,91756,75774,10977,752884,296212,86.35293426522401,65.25426048810515
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,5121,18092,199449,69305,268754,81280,120860,122617,139646,95807,65143,9820,635173,206827,89.80931198414622,70.74579155244955
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,8482,27225,175203,131739,306942,117097,150903,140782,168499,109596,100346,21134,808357,248795,86.67426589196786,70.44658708410448
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,6287,22706,245476,93316,338792,141766,201349,153263,134559,83373,61620,16698,792628,412353,89.74848443117457,60.446544867196984
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,1615,5117,186395,13836,200231,56272,96789,67653,64515,40440,15506,3252,344427,154575,98.63768559620388,62.3876859058334
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,109.50292532362833,78.74146817718045
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,86.05158566357278,59.16036168199332
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,28,454768,217070,237698,358091,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,109.50292532362833,78.74146817718045
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,168,1104285,593537,510748,653299,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,86.05158566357278,59.16036168199332
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,8053,22753,588321,39007,627328,127699,243617,223099,284124,192936,91236,13577,1176288,271892,101.18479971116095,76.32998361008559
Himachal Pradesh,Kinnaur,31.606671840659327,78.51613736263741,34,84121,46249,37872,60699,354,2563,44514,0,44514,9400,13749,11437,11140,7871,5118,713,59428,16944,81.88717593893922,72.15677417054005
Himachal Pradesh,Kullu,31.909119220779253,77.40922649350647,26,437903,225452,212451,307672,2623,7010,167995,20709,188704,48384,77363,61854,58122,39081,23168,2377,310349,103136,94.23336231215514,70.26030878984615
Himachal Pradesh,Mandi,31.63580594059405,76.96556930693067,27,999777,498065,501712,723747,5333,16401,431129,31696,462825,100052,159043,132147,180188,128549,54139,9350,763468,218570,100.73223374459157,72.39084315802424
Himachal Pradesh,Shimla,31.15572545180725,77.62573042168668,33,814010,425039,388971,612642,9177,24127,279269,95896,375165,69967,113536,113305,141490,95341,80414,9748,623801,137576,91.51419046252227,75.26222036584316
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507494,32,529855,276289,253566,362645,2220,8593,171102,21054,192156,57853,100123,78103,67080,38282,23352,4048,368841,140486,91.77564072402447,68.44230968849968
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,5250,14478,192787,51509,244296,50331,89407,83992,95232,59363,36803,8280,423408,104084,87.95545968635224,73.85201268265784
Himachal Pradesh,Una,31.58330388349513,76.18353932038835,29,521173,263692,257481,399715,2412,8238,185091,20126,205217,51838,87913,81256,105204,60626,32120,5511,424468,87735,97.64460051878707,76.69526241766171
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,9754,37997,250312,258452,508764,242467,338861,342646,232434,154076,116396,21157,1448037,595924,92.23681426388903,61.75151406418953
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,590,9115,200974,14528,215502,200861,161729,102033,63670,35342,21697,2046,587378,467975,95.32077874647663,48.908605542695945
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,1944,13550,257373,64337,321710,217460,266292,190171,96331,54419,43979,6699,875351,635544,92.52008330086113,53.18359088328788
Jharkhand,Dhanbad,23.854509090909094,86.40372924901185,354,2684487,1405956,1278531,1722204,11568,46646,258764,405455,664219,317918,501453,449506,305054,186697,107382,14615,1882625,662522,90.93677184776764,64.15393332133849
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,1193,10396,303697,23281,326978,229157,229259,149009,69525,38383,25593,2697,743623,601078,97.66856041907873,50.88448830898366
Jharkhand,Garhwa,24.08211468926553,83.68664265536722,346,1322784,683575,639209,653476,565,8881,272872,19180,292052,207665,195565,147446,87844,46882,28144,2830,716376,557852,93.5097099806166,49.4015651837337
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,1944,19976,452564,46886,499450,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,94.37865730650553,51.256934238515726
Jharkhand,Godda,24.8189,87.29417354838709,351,1313551,677927,635624,604519,874,11925,276454,15576,292030,217607,190777,126766,79430,47395,30870,4002,696847,653464,93.75994760497812,46.02173802159185
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,831,7807,216629,16445,233074,136719,242580,182260,82114,45613,23742,2913,715941,322119,99.30655728144015,54.5954840603855
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,808,4959,165555,20113,185668,131150,132014,85745,40613,22995,14802,1578,428897,366012,95.401032532174,53.89246083014555
Jharkhand,Latehar,23.72511185840708,84.48298743362838,359,726978,369666,357312,350682,340,6240,146377,14137,160514,109491,121529,88787,46142,23885,13956,1017,404807,349277,96.65806430669848,48.23832358063105
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,351,2954,96759,14725,111484,82873,84920,63545,38503,21987,13847,976,306651,188323,98.50921424242034,56.239199636198265
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,328,4535,200588,16587,217175,100367,133770,79045,29934,15700,9822,1525,370163,548434,98.91751222217067,39.19062395188034
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,2155,19981,355529,52375,407904,303053,296937,231565,160964,100290,63595,7117,1163521,803424,92.7720505375126,52.81609222066026
Jharkhand,Ranchi,23.18423506139155,85.31781937244203,364,2914253,1494937,1419316,1911433,22538,76565,420740,310242,730982,361522,547583,495515,370847,247237,195181,28424,2246309,613855,94.94152596397039,65.58912352496506
Jharkhand,Sahibganj,24.93667989690721,87.68264097938143,352,1150567,589391,561176,483263,591,9563,223450,37543,260993,146399,171416,110822,52248,28087,19832,2593,531397,637296,95.21285530318583,42.00216067382429
Jharkhand,Simdega,22.60876039119805,84.59193691931536,367,599578,300309,299269,343483,423,4649,144169,11114,155283,82317,130068,97580,47836,24842,13674,1197,397514,191341,99.65369003259975,57.28745884605506
Karnataka,Bagalkot,16.15860676328503,75.64526070853469,556,1889752,950111,939641,1113412,3745,26297,324799,165858,490657,242336,385986,147397,171505,115095,82319,25791,1170429,608843,98.898023494097,58.9184189248113
Karnataka,Bangalore Rural,12.936827087794446,77.47369314775169,583,990923,509172,481751,688749,3729,17066,231052,95410,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,94.61458996174181,69.50580418458347
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,17560,73497,962777,356198,1318975,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,97.25698423854435,63.85457043920061
Karnataka,Bellary,15.074377548209371,76.47228471074374,565,2452595,1236954,1215641,1421621,9626,40190,371604,251876,623480,275785,529576,219702,203139,121453,89475,29367,1468497,787762,98.2769771551731,57.96395246667305
Karnataka,Bidar,17.950361730769227,77.1945996153846,558,1703300,870665,832635,1042673,3971,36072,287134,102269,389403,188998,474921,194233,181076,105347,54900,12885,1212360,515395,95.6320743339861,61.21487700346386
Karnataka,Bijapur,16.84015316666667,75.95909166666667,417,255230,128663,126567,86919,117,1462,50449,7942,58391,25597,22787,14170,7192,6755,3421,147,80069,163278,98.37093803191283,34.05516592877013
Karnataka,Bijapur,16.84015316666667,75.95909166666667,557,2177331,1111022,1066309,1248268,4987,36571,396449,131041,527490,246391,430477,143199,182756,129109,96990,24569,1253491,746979,95.9755072356803,57.330190035414915
Karnataka,Chitradurga,14.29102220394736,76.57821957236844,566,1659456,840843,818613,1087392,5711,28897,349704,97644,447348,188329,332648,196470,217567,132435,75262,22078,1164789,452975,97.35622464598028,65.52701608237881
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,7320,39416,354680,176011,530691,242130,446793,206686,269748,154781,123863,32375,1476376,467414,97.23205596107056,67.25993409396159
Karnataka,Dharwad,15.34383137697517,75.13831264108359,562,1847023,937206,909817,1301664,15013,49585,199707,283397,483104,252596,383041,185530,227113,143453,137768,34302,1363803,428556,97.07759019895306,70.47362160622797
Karnataka,Gadag,15.507128256880744,75.64861302752298,561,1064570,537147,527423,700177,3373,15625,180066,111906,291972,121615,244640,112703,105150,63816,42053,12822,702799,306138,98.18969481352404,65.77087462543562
Karnataka,Gulbarga,17.070459515951594,76.87503850385032,579,2566326,1301755,1264571,1427368,9752,52483,400704,199303,600007,177860,579057,270622,290570,153746,104256,20492,1596603,883704,97.1435485171941,55.61912243417243
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,4851,23444,496103,132878,628981,182255,354480,232531,292369,147837,103152,27774,1340398,401227,101.02832854457617,68.9732895524203
Karnataka,Haveri,14.73758280922432,75.3961230607966,564,1597668,819128,778540,1085443,2456,17819,315076,98488,413564,240925,430529,201965,158442,84357,55310,16830,1188358,383494,95.04497465597562,67.93920889696733
Karnataka,Kodagu,12.39684468085106,75.79336595744687,576,554519,274608,279911,412877,3308,10758,181182,31792,212974,51287,111562,75291,86232,54939,43225,8251,430787,91352,101.93111635494961,74.4567814628534
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,5051,27235,326567,151042,477609,138015,289841,228422,225498,107929,71422,17961,1079088,399089,97.88883507900607,66.14282339050807
Karnataka,Koppal,15.651253271028034,76.16170485981309,560,1389920,699926,689994,809085,2135,15263,272968,64681,337649,222140,357098,127605,113028,72243,43967,10431,946512,472182,98.58099284781534,58.210904224703576
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,3367,20265,458867,103435,562302,145178,309476,226552,308624,157839,102838,19987,1270494,504734,99.51374732759906,63.66534146947921
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,28397,80086,540596,380386,920982,207091,537686,404565,452412,222230,212541,26834,2063359,747237,98.53975919555438,65.38143837298455
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,5200,33903,330446,125402,455848,147743,385673,163709,153346,82082,50463,14622,997638,783126,99.97822730896796,50.79650064391967
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,8791,35207,352444,201662,554106,191641,385978,292481,251095,132138,111753,18036,1383122,355222,99.76328191334774,72.058983781514
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,7971,41751,685443,204799,890242,270373,500593,386998,423738,213588,143735,30687,1969712,686274,98.35568646092015,67.68960574547029
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,9070,24817,269817,115572,385389,142493,286193,176260,178094,109663,107279,18444,1018426,204028,109.44601881056195,78.68691081155228
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,28842,71593,331419,392117,723536,133039,334339,418953,573306,274789,198858,58096,1991380,163991,110.01883250324238,87.07616215705599
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,88737,184167,369694,804997,1174691,212263,446380,554817,702511,389793,429880,113133,2848777,268315,102.67196523493772,86.99995247362591
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,8250,24863,391610,20823,412433,79149,166604,209398,261237,136428,86136,19252,958204,126589,100.6074441759164,83.23098647939446
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,32653,83940,306288,566191,872479,204713,487016,491844,540383,308670,217203,40277,2290106,279352,113.55212172202538,84.75748938863728
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,10378,32484,251641,166164,417805,115476,268084,230416,238900,122657,76192,16585,1068310,212905,107.97772238245153,79.35687924275744
Kerala,Kollam,8.929388820570157,76.63607758524309,600,2635375,1246968,1388407,2240273,31542,83133,523715,401415,925130,172247,406592,562529,595191,307950,233402,64052,2341963,231286,111.34263268985252,85.00775032016317
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,37849,83999,481967,196194,678161,117681,271496,373998,475724,280720,221350,52339,1793308,134393,103.92165975240863,88.61751355118201
Kerala,Kozhikode,11.392924270557025,75.71158720159153,591,3086293,1470942,1615351,2615443,36791,107602,323793,666543,990336,247996,564392,647221,630818,351267,250117,53166,2744977,335520,109.81745031415242,84.74383345975252
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,27909,119918,634543,522586,1157129,415601,770417,814285,933793,392867,203779,41344,3572086,622345,109.80774645875589,80.51007556675063
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,27162,69440,665899,228442,894341,249198,492864,608176,572412,232109,180540,36370,2371669,439934,106.69212741949482,79.69909613535407
Kerala,Thiruvananthapuram,8.537101759082223,76.88711502868074,601,3301427,1581678,1719749,2785408,71621,155321,559293,609824,1169117,206328,460690,642470,682156,389161,381782,76129,2838716,309042,108.72940004223364,84.36981947503307
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,56148,132774,336748,715119,1051867,222627,445696,524387,821831,362657,338600,71535,2787333,307665,110.78322459434764,85.81789055491478
Kerala,Wayanad,11.715277464788734,76.07587007042254,590,817420,401684,415736,645585,4712,15944,266183,11805,277988,65326,144896,137227,184266,87042,51111,8786,678654,131211,103.49827227372761,78.97837097208289
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,1290,7266,147388,60325,207713,113208,115716,93450,58536,42743,31646,3066,458365,271733,97.62841783737873,58.27194866243926
Madhya Pradesh,Ashoknagar,24.630988461538447,77.82974493927135,459,845071,443837,401234,469109,619,6016,169606,37135,206741,148647,117053,62802,51499,29551,22791,3466,435809,359525,90.40120584809289,55.51119373401762
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380795,457,1701698,842178,859520,1147623,1712,13306,400074,70793,470867,290699,312640,235251,168635,126308,74213,7414,1215160,493415,102.05918463792689,67.43987476038639
Madhya Pradesh,Barwani,21.702135714285728,74.91004719710673,441,1385881,699340,686541,549926,1158,8516,250358,48912,299270,157337,137116,74067,59100,42649,30754,2581,503604,825034,98.16984585466297,39.68060749804636
Madhya Pradesh,Betul,21.964626315789477,77.78734281891171,447,1575362,799236,776126,939769,2109,13755,318945,87704,406649,239114,232532,176325,140402,105696,82761,5876,982706,603098,97.10848860661933,59.654162027521295
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,1166,14368,271211,88385,359596,202629,261162,199044,140743,96011,50222,8059,957870,388473,83.74255402479169,64.29323460588783
Madhya Pradesh,Bhopal,23.48072614379085,77.39246623093679,444,2371061,1236130,1134931,1660690,40788,94729,118893,581826,700719,229082,303171,287198,211371,178165,266618,30845,1506450,462581,91.81323970779772,70.03995257819179
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,986,5058,115979,62861,178840,107547,119468,69765,57058,42618,28237,4761,429454,317962,95.06800444783066,53.92632022030832
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,1880,15567,375869,95048,470917,270951,236054,160310,112961,77787,59704,7837,925604,770268,88.2635898564395,53.50921341939144
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439255,455,2090922,1064468,1026454,1294198,3588,20034,413142,140802,553944,284113,336391,225747,215098,167946,112383,12141,1353819,663446,96.42882641845503,61.89604394616346
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,1432,10504,303387,66514,369901,197917,217296,150040,95032,64414,41158,5260,771117,469038,91.0062806610936,59.1444203891889
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,616,5251,160453,43401,203854,132176,131372,88949,73398,48978,34853,4262,513988,260076,87.25238422780056,62.46488737267304
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970156,437,1563715,805359,758356,925369,3518,16523,274995,101014,376009,242508,225380,149522,125772,94403,55383,4991,897959,565365,94.16372077545542,59.17759949862986
Madhya Pradesh,Dhar,22.57268171896316,75.1105620736698,438,2185793,1112725,1073068,1077338,2388,18626,412348,103364,515712,262090,244058,164576,134279,99882,66721,6543,978149,1021851,96.43604664225212,49.28819883676084
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,554,6447,218021,9774,227795,103002,113875,84065,49277,31104,15179,1674,398176,295655,100.19834447718611,53.754591752729496
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,2482,11740,212765,72320,285085,197902,157141,84560,79924,50724,42147,6451,618849,578034,91.19058398859188,52.67579473209834
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,15779,46454,172720,272172,444892,235648,235924,204871,193082,166719,193947,23148,1253339,554486,86.36941027783408,66.79064740978998
